text,tidy_text,polarity_score_vader,polarity_score_textblob,label_vader,label_textblob,coordinates
"Watching  #Sharknado2TheSecondOne on syfy in Australia and loving it. It has to be a trilogy, please.","Watching #Sharknado2TheSecondOne on syfy in Australia and loving it. It has to be a trilogy, please.","(0.0, 0.307)",0.6,positive,positive,"[Decimal('144.87862909'), Decimal('-37.79975579')]"
"Please like my Facebook page everyone!
http://t.co/trJDEZRT54 #spraytanning #tanning #moroccantan http://t.co/TtA9yv4E4m",Please like my Facebook page everyone! #spraytanning #tanning #moroccantan,"(0.0, 0.421)",0.0,positive,neutral,"[Decimal('145.03351835'), Decimal('-37.61178829')]"
And here is another thought #afl drop your admission prices your even killing the cheer squads! Notaffordablefirfamilies!,And here is another thought #afl drop your admission prices your even killing the cheer squads! Notaffordablefirfamilies!,"(0.291, 0.135)",0.0,negative,neutral,"[Decimal('144.75651308'), Decimal('-37.58631138')]"
@RaidersCanberra @NRL I'm a storm fan but I'd love a hulk mask! Please ...,I'm a storm fan but I'd love a hulk mask! Please ...,"(0.0, 0.543)",0.625,positive,positive,"[Decimal('144.99540367'), Decimal('-37.8262557')]"
@KizStack_ please kill me!!,please kill me!!,"(0.616, 0.268)",0.0,negative,neutral,"[Decimal('145.04955428'), Decimal('-37.94498121')]"
@mpaytn film it for ig please,film it for ig please,"(0.0, 0.365)",0.0,positive,neutral,"[Decimal('144.94791049'), Decimal('-37.81063043')]"
"With a win today, I'm pleased to know @lfc heading in the right direction @LFCANZ #lfctour #ynwa","With a win today, I'm pleased to know heading in the right direction #lfctour #ynwa","(0.0, 0.34)",0.5285714285714286,positive,positive,"[Decimal('145.15635375'), Decimal('-37.82075941')]"
The Commonwealth Games waste of money no honour for the costs,The Commonwealth Games waste of money no honour for the costs,"(0.392, 0.0)",-0.2,negative,negative,"[Decimal('144.94954952'), Decimal('-37.80495133')]"
"""@Gentlemenhood: Females have a habit of holding on for too long and males have a habit of letting go too easily."" Yep",""": Females have a habit of holding on for too long and males have a habit of letting go too easily."" Yep","(0.0, 0.187)",0.19166666666666668,positive,positive,"[Decimal('144.9707652'), Decimal('-37.80895')]"
@aycolangelo Yess please do!! I know so was I 😢,Yess please do!! I know so was I 😢,"(0.277, 0.161)",0.0,negative,neutral,"[Decimal('144.96282776'), Decimal('-37.80745733')]"
What if instead of letting Tony Abbott be PM we just let everyone in the top tax bracket kick people in the bottom 2 brackets in the nuts,What if instead of letting Tony Abbott be PM we just let everyone in the top tax bracket kick people in the bottom 2 brackets in the nuts,"(0.076, 0.06)",0.5,negative,positive,"[Decimal('144.9916602'), Decimal('-37.8074013')]"
"""Renewable energy is highly feasible across Aus's large expanse of land and weather types, esp. with costs considered"" #HuvaPhD #energy","""Renewable energy is highly feasible across Aus's large expanse of land and weather types, esp. with costs considered"" #HuvaPhD #energy","(0.0, 0.189)",0.18714285714285714,positive,positive,"[Decimal('144.8900643'), Decimal('-37.8204585')]"
“@Melbhotdoghouse: COMING SOON......2014.” @skunk84,“: COMING SOON......2014.”,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.90384853'), Decimal('-37.80421223')]"
"“@Madd8Hatter: http://t.co/etKBTM06pX”

Pretty Please
With a Cherry on Top
@paddy1414 @Dutchyisgood @supergrover4 @Skybirdmax 
Bwahahaha",“: ” Pretty Please With a Cherry on Top Bwahahaha,"(0.0, 0.51)",0.375,positive,positive,"[Decimal('145.19381338'), Decimal('-38.12032261')]"
@DavidCampbell73 @Mornings9 @SharknadoSyfy you were great as well mate. Loved the chair deflation. I live for that stuff. See you in Sydney,you were great as well mate. Loved the chair deflation. I live for that stuff. See you in Sydney,"(0.0, 0.387)",0.5454545454545454,positive,positive,"[Decimal('144.9907869'), Decimal('-37.83779945')]"
i am now locked out my house in rain and its 4 degrees and i feel like im about to freeze fml,i am now locked out my house in rain and its 4 degrees and i feel like im about to freeze fml,"(0.0, 0.156)",0.0,positive,neutral,"[Decimal('144.77035915'), Decimal('-37.85340655')]"
The colorful beach houses. 🌈 #beach #house #sky #colorful #seashore #sand #cloud #traveler… http://t.co/IsMFZ2qxkZ,The colorful beach houses. 🌈 #beach #house #sky #colorful #seashore #sand #cloud #traveler…,"(0.0, 0.0)",0.3,neutral,positive,"[Decimal('145.12385629'), Decimal('-38.08537738')]"
@AnselElgort can I hug you please? I know it'd feel so good to have your groin pressed up against my tummy😘,can I hug you please? I know it'd feel so good to have your groin pressed up against my tummy😘,"(0.0, 0.374)",0.7,positive,positive,"[Decimal('145.25248052'), Decimal('-38.02612283')]"
"Customer: I'll get a coffee thanks.
Me: Which coffee were you after?
Customer: Just a normal coffee.
Me: Cappuccino, lattè, flat white?","Customer: I'll get a coffee thanks. Me: Which coffee were you after? Customer: Just a normal coffee. Me: Cappuccino, lattè, flat white?","(0.0, 0.134)",0.08124999999999999,positive,positive,"[Decimal('144.9640164'), Decimal('-37.7203194')]"
i was locked out of my house for 2 hours in the rain im so cold IM FREEZING ICABT EVEN TYPE PROPERLY MY HANDS ARR ICE,i was locked out of my house for 2 hours in the rain im so cold IM FREEZING ICABT EVEN TYPE PROPERLY MY HANDS ARR ICE,"(0.087, 0.0)",-0.3,negative,negative,"[Decimal('145.0220438'), Decimal('-37.9787607')]"
"@Smallzy @katyperry JUST ENTERED, please give me a call back.","JUST ENTERED, please give me a call back.","(0.0, 0.247)",0.0,positive,neutral,"[Decimal('145.25014903'), Decimal('-37.89312031')]"
1956 :: a pigeon sitting on PM Jawaharlal Nehru's head  which was released by him during  public meeting http://t.co/u9XpgyFCCr,1956 :: a pigeon sitting on PM Jawaharlal Nehru's head which was released by him during public meeting,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('145.2292114'), Decimal('-37.8153316')]"
Today's out with housemate for shopping! #ootd #style #selfie @ ZARA Clothing Melbourne http://t.co/YvS2k0WkdH,Today's out with housemate for shopping! #ootd #style #selfie ZARA Clothing Melbourne,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.96512135'), Decimal('-37.81363892')]"
Please come back on power 😭,Please come back on power 😭,"(0.272, 0.202)",0.0,negative,neutral,"[Decimal('145.4556858'), Decimal('-37.928404')]"
@darcyebaylis @FuturisticKish  just letting you know the new series of #TheBachelorAU is 💩💩💩💩💩💩,just letting you know the new series of #TheBachelorAU is 💩💩💩💩💩💩,"(0.0, 0.0)",0.13636363636363635,neutral,positive,"[Decimal('145.03214133'), Decimal('-37.79836811')]"
@1DValentinesDay LOUIS! Harry please!!,LOUIS! Harry please!!,"(0.0, 0.614)",0.0,positive,neutral,"[Decimal('145.2542857'), Decimal('-37.47746088')]"
@thetone @PaulRiordan @sjhross @andrew_54 @gilalbertson You concentrate on letting me back into AFL tipping first!,You concentrate on letting me back into AFL tipping first!,"(0.0, 0.0)",0.15625,neutral,positive,"[Decimal('145.2007524'), Decimal('-37.97791107')]"
Systemic barriers stop women reaching senior #research positions: unis ignore impact of parental leave http://t.co/7Mi5RqW2xb via @theage,Systemic barriers stop women reaching senior #research positions: unis ignore impact of parental leave via,"(0.316, 0.096)",0.0,negative,neutral,"[Decimal('144.9478421'), Decimal('-37.750785')]"
#smallzygivemethem @Smallzy please!!!!,#smallzygivemethem please!!!!,"(0.0, 0.776)",0.0,positive,neutral,"[Decimal('145.29120332'), Decimal('-37.84504899')]"
@263Chat #twimbos please support the #Disabilityexpo happening at Africa Square today &amp;tomorrow #Disabilityinzimbabwe #stopthediscrimimation,#twimbos please support the #Disabilityexpo happening at Africa Square today &amp;tomorrow #Disabilityinzimbabwe #stopthediscrimimation,"(0.0, 0.312)",0.0,positive,neutral,"[Decimal('145.1424424'), Decimal('-37.8504074')]"
@Telstra wait times are longer than 20 minutes at the moment - another bit of great service. Can you call me please? Or fix it plz?,wait times are longer than 20 minutes at the moment - another bit of great service. Can you call me please? Or fix it plz?,"(0.0, 0.268)",0.8,positive,positive,"[Decimal('145.12548079'), Decimal('-37.75718289')]"
@MaltedMilkhouse @Magpie_Fans Stacking stationary in the Managers office sharpening pencils.,Stacking stationary in the Managers office sharpening pencils.,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.9043815'), Decimal('-37.7582667')]"
...she reckons he's not trained and that either he should go to my Mum's house and be trained there or I have 4 weeks to move out,...she reckons he's not trained and that either he should go to my Mum's house and be trained there or I have 4 weeks to move out,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('145.30634013'), Decimal('-37.99669809')]"
@TonyFoundation please send your bank details to Fremantle media and I will repay the amount,please send your bank details to Fremantle media and I will repay the amount,"(0.0, 0.15)",0.0,positive,neutral,"[Decimal('144.99250892'), Decimal('-37.82356022')]"
@SandarraOC #AGM Wirefree Broadband doing a presentation on alternative internet / phone options to the estate.,#AGM Wirefree Broadband doing a presentation on alternative internet / phone options to the estate.,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('145.21078151'), Decimal('-38.07855945')]"
Those umpires just made a 6 point donation to the Save Mick Malthouse fund right there #AFLFreoBlues,Those umpires just made a 6 point donation to the Save Mick Malthouse fund right there #AFLFreoBlues,"(0.0, 0.167)",0.2857142857142857,positive,positive,"[Decimal('144.99844987'), Decimal('-37.79802118')]"
sigh someone talk to me please,sigh someone talk to me please,"(0.0, 0.459)",0.0,positive,neutral,"[Decimal('145.34145225'), Decimal('-37.90672073')]"
Mick Malthouse presser. Pumped.,Mick Malthouse presser. Pumped.,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.96837445'), Decimal('-37.8294651')]"
@witchyhobbit YESSSS please. Pokes @iseeya_,YESSSS please. Pokes,"(0.0, 0.535)",0.0,positive,neutral,"[Decimal('144.96595127'), Decimal('-37.81587109')]"
@katxlangley I would have dropped you home for half the price next time ask me,I would have dropped you home for half the price next time ask me,"(0.0, 0.0)",-0.08333333333333333,neutral,negative,"[Decimal('144.94239001'), Decimal('-37.79029664')]"
#RHOM is heading to the #USA. The show is airing this Sunday 3rd August at 12:00 noon on @bravotv !! Be sure to watch it !! #realhousewives,#RHOM is heading to the #USA. The show is airing this Sunday 3rd August at 12:00 noon on !! Be sure to watch it !! #realhousewives,"(0.0, 0.122)",0.390625,positive,positive,"[Decimal('144.99513312'), Decimal('-37.85156558')]"
"Downloaded the KK game app purely for analytical purposes, so no judgement please. Will keep you posted, dolls.
@KimKardashian","Downloaded the KK game app purely for analytical purposes, so no judgement please. Will keep you posted, dolls.","(0.218, 0.139)",-0.09285714285714287,negative,negative,"[Decimal('145.0151441'), Decimal('-37.76171567')]"
"""@MinhKular: Everyone not wealthy or unemployed shall be on a #BasicsCard. Are we going to tolerate this trash? #auspol"" #taxpayer cost?",""": Everyone not wealthy or unemployed shall be on a #BasicsCard. Are we going to tolerate this trash? #auspol"" #taxpayer cost?","(0.11, 0.0)",-0.25,negative,negative,"[Decimal('145.2662546'), Decimal('-37.8389746')]"
"Take me to Australia… #mostbeautifulview #ocean #aussie @ The Cape Schanck Lighthouse, Mornington http://t.co/551rVjWRNu","Take me to Australia… #mostbeautifulview #ocean #aussie The Cape Schanck Lighthouse, Mornington","(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('145.08418372'), Decimal('-37.96004632')]"
@TimRoyGole U r still getting your cred back after saying Lake would get 1 week! Freo about 15% down on last year. Malthouse coached well.,U r still getting your cred back after saying Lake would get 1 week! Freo about 15% down on last year. Malthouse coached well.,"(0.0, 0.094)",-0.051851851851851864,positive,negative,"[Decimal('145.08089947'), Decimal('-37.84870454')]"
"Ah Friday morning..... @ The Firehouse Restaurant, Ringwood http://t.co/NdlfSUrusC","Ah Friday morning..... The Firehouse Restaurant, Ringwood","(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('145.23317819'), Decimal('-37.81346314')]"
My first flat white... it was delicious! #australia #coffee @ Fifty Acres http://t.co/QGWTrg5KRp,My first flat white... it was delicious! #australia #coffee Fifty Acres,"(0.0, 0.285)",0.30625,positive,positive,"[Decimal('144.99218831'), Decimal('-37.81777656')]"
"Sick! We threw a rager in our house last night, and the cleaning people came today #wellplayed #cblock #killersteeze","Sick! We threw a rager in our house last night, and the cleaning people came today #wellplayed #cblock #killersteeze","(0.166, 0.0)",-0.44642857142857145,negative,negative,"[Decimal('145.11490493'), Decimal('-37.84389096')]"
"@TullyMusic ""Considering you didn't take me with you like good parents would you can use the money my plane ticket would of cost to donate""","""Considering you didn't take me with you like good parents would you can use the money my plane ticket would of cost to donate""","(0.0, 0.197)",0.7,positive,positive,"[Decimal('144.94744009'), Decimal('-37.79482039')]"
GCN cashing in on the latest. Soon to be released re-enactment of @ddddoc's Classix™Crashbox™ yesterday http://t.co/BNEZJQCDmn,GCN cashing in on the latest. Soon to be released re-enactment of 's Classix™Crashbox™ yesterday,"(0.0, 0.0)",0.5,neutral,positive,"[Decimal('144.98876279'), Decimal('-37.84806237')]"
@askairasia I want to edit my name on the ticket but I can't...I went on mange my booking and tryied to edit my name but I can't help please,I want to edit my name on the ticket but I can't...I went on mange my booking and tryied to edit my name but I can't help please,"(0.169, 0.037)",0.0,negative,neutral,"[Decimal('145.3194699'), Decimal('-38.0770338')]"
